ID,Title,Description,URL,Format,Tags,Tone,Audience,Source,Language
279,Guided Loving-Kindness Meditation,20-minute loving-kindness meditation to cultivate compassion and reduce negative emotions.,https://www.youtube.com/watch?v=sz7cpV7ERsM,Video,meditation|compassion|kindness|metta,calm,all,The Mindful Movement,English
279,Guided Loving-Kindness Meditation,20-minute loving-kindness meditation to cultivate compassion and reduce negative emotions.,https://www.youtube.com/watch?v=sz7cpV7ERsM,Video,meditation|compassion|kindness|metta,calm,all,The Mindful Movement,English
280,Lincoln University Counselling MY,Lincoln University College Malaysia counselling unit providing student mental health services.,https://www.lincoln.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,Lincoln University,English
280,Lincoln University Counselling MY,Lincoln University College Malaysia counselling unit providing student mental health services.,https://www.lincoln.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,Lincoln University,English
281,Interpersonal Effectiveness Skills,DBT skills for maintaining relationships while asserting needs and respecting boundaries.,https://www.therapistaid.com/therapy-guide/dbt-interpersonal-effectiveness-skills,Article,dbt|relationships|communication|boundaries,supportive,all,Therapist Aid,English
281,Interpersonal Effectiveness Skills,DBT skills for maintaining relationships while asserting needs and respecting boundaries.,https://www.therapistaid.com/therapy-guide/dbt-interpersonal-effectiveness-skills,Article,dbt|relationships|communication|boundaries,supportive,all,Therapist Aid,English
282,Deep Sleep Hypnosis,Full-night sleep hypnosis audio for overcoming insomnia and achieving restful sleep.,https://www.youtube.com/watch?v=1vkjJLbulJQ,Audio,sleep|hypnosis|insomnia|deep-sleep,calm,all,Michael Sealey,English
282,Deep Sleep Hypnosis,Full-night sleep hypnosis audio for overcoming insomnia and achieving restful sleep.,https://www.youtube.com/watch?v=1vkjJLbulJQ,Audio,sleep|hypnosis|insomnia|deep-sleep,calm,all,Michael Sealey,English
283,Binary University Counselling,Binary University counselling services offering mental health support for students in Malaysia.,https://www.binary.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,Binary University,English
283,Binary University Counselling,Binary University counselling services offering mental health support for students in Malaysia.,https://www.binary.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,Binary University,English
284,Radical Acceptance Practice,Guide to practicing radical acceptance of difficult situations to reduce suffering and anxiety.,https://www.psychologytoday.com/us/blog/pieces-mind/201207/radical-acceptance,Article,acceptance|dbt|suffering|coping,supportive,all,Psychology Today,English
284,Radical Acceptance Practice,Guide to practicing radical acceptance of difficult situations to reduce suffering and anxiety.,https://www.psychologytoday.com/us/blog/pieces-mind/201207/radical-acceptance,Article,acceptance|dbt|suffering|coping,supportive,all,Psychology Today,English
285,Concentration Music Flow State,Two-hour deep focus music designed to achieve flow state during studying or work.,https://www.youtube.com/watch?v=jAf0yLhbKEE,Audio,focus|flow-state|studying|productivity,calm,students,Quiet Quest,English
285,Concentration Music Flow State,Two-hour deep focus music designed to achieve flow state during studying or work.,https://www.youtube.com/watch?v=jAf0yLhbKEE,Audio,focus|flow-state|studying|productivity,calm,students,Quiet Quest,English
286,Understanding Bipolar Disorder,Comprehensive resource about bipolar disorder types symptoms and long-term management strategies.,https://www.nimh.nih.gov/health/topics/bipolar-disorder,Article,bipolar|mood|treatment|management,informative,all,NIMH,English
286,Understanding Bipolar Disorder,Comprehensive resource about bipolar disorder types symptoms and long-term management strategies.,https://www.nimh.nih.gov/health/topics/bipolar-disorder,Article,bipolar|mood|treatment|management,informative,all,NIMH,English
287,Management Development Institute MY,MDIS Malaysia student counselling services providing mental health support and guidance.,https://www.mdis.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,MDIS Malaysia,English
287,Management Development Institute MY,MDIS Malaysia student counselling services providing mental health support and guidance.,https://www.mdis.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,MDIS Malaysia,English
288,Mindfulness Bell Practice,Simple mindfulness practice using periodic bells to return attention to present moment.,https://www.mindfulnessbell.org/,Article,mindfulness|awareness|practice|meditation,calm,all,Mindfulness Bell,English
288,Mindfulness Bell Practice,Simple mindfulness practice using periodic bells to return attention to present moment.,https://www.mindfulnessbell.org/,Article,mindfulness|awareness|practice|meditation,calm,all,Mindfulness Bell,English
289,Reiki Healing Music,Hour-long Reiki healing music for energy clearing emotional balance and deep relaxation.,https://www.youtube.com/watch?v=3eYwHghWoZ8,Audio,healing|energy|relaxation|reiki,calm,all,Meditative Mind,English
289,Reiki Healing Music,Hour-long Reiki healing music for energy clearing emotional balance and deep relaxation.,https://www.youtube.com/watch?v=3eYwHghWoZ8,Audio,healing|energy|relaxation|reiki,calm,all,Meditative Mind,English
290,Nilai University Counselling,Nilai University counselling unit offering mental health support services for students.,https://www.nilai.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,Nilai University,English
290,Nilai University Counselling,Nilai University counselling unit offering mental health support services for students.,https://www.nilai.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,Nilai University,English
291,Window of Tolerance Concept,Understanding nervous system regulation and staying within optimal arousal zone.,https://www.therapistaid.com/therapy-article/window-of-tolerance,Article,nervous-system|regulation|trauma|awareness,informative,all,Therapist Aid,English
291,Window of Tolerance Concept,Understanding nervous system regulation and staying within optimal arousal zone.,https://www.therapistaid.com/therapy-article/window-of-tolerance,Article,nervous-system|regulation|trauma|awareness,informative,all,Therapist Aid,English
292,Sleep Meditation for Anxiety,45-minute guided sleep meditation specifically addressing anxiety and racing thoughts.,https://www.youtube.com/watch?v=aUY3rfvw7qE,Video,sleep|anxiety|meditation|guided,calm,all,Jason Stephenson,English
292,Sleep Meditation for Anxiety,45-minute guided sleep meditation specifically addressing anxiety and racing thoughts.,https://www.youtube.com/watch?v=aUY3rfvw7qE,Video,sleep|anxiety|meditation|guided,calm,all,Jason Stephenson,English
293,SEGi University Counselling,SEGi University counselling services providing confidential mental health support for students.,https://www.segi.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,SEGi University,English
293,SEGi University Counselling,SEGi University counselling services providing confidential mental health support for students.,https://www.segi.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,SEGi University,English
294,Somatic Experiencing Basics,Introduction to somatic approaches for processing trauma and regulating nervous system.,https://traumahealing.org/,Article,trauma|somatic|body|regulation,informative,all,Somatic Experiencing,English
294,Somatic Experiencing Basics,Introduction to somatic approaches for processing trauma and regulating nervous system.,https://traumahealing.org/,Article,trauma|somatic|body|regulation,informative,all,Somatic Experiencing,English
295,White Noise Brown Noise Sleep,Ten-hour brown noise audio for blocking distractions improving sleep and reducing anxiety.,https://www.youtube.com/watch?v=RqzGzwTY-6w,Audio,sleep|noise|focus|relaxation,calm,all,Relaxing White Noise,English
295,White Noise Brown Noise Sleep,Ten-hour brown noise audio for blocking distractions improving sleep and reducing anxiety.,https://www.youtube.com/watch?v=RqzGzwTY-6w,Audio,sleep|noise|focus|relaxation,calm,all,Relaxing White Noise,English
296,Understanding ADHD and Anxiety,Educational resource about the connection between ADHD and anxiety with management strategies.,https://www.additudemag.com/adhd-and-anxiety/,Article,adhd|anxiety|neurodiversity|coping,informative,young_adults,ADDitude,English
296,Understanding ADHD and Anxiety,Educational resource about the connection between ADHD and anxiety with management strategies.,https://www.additudemag.com/adhd-and-anxiety/,Article,adhd|anxiety|neurodiversity|coping,informative,young_adults,ADDitude,English
297,Limkokwing University Counselling,Limkokwing University counselling center providing mental health services for students in Malaysia.,https://www.limkokwing.net/,Helpline,students|counseling|malaysia|university,supportive,students,Limkokwing University,English
297,Limkokwing University Counselling,Limkokwing University counselling center providing mental health services for students in Malaysia.,https://www.limkokwing.net/,Helpline,students|counseling|malaysia|university,supportive,students,Limkokwing University,English
298,Thought Defusion Techniques,ACT-based techniques for changing relationship with thoughts rather than content of thoughts.,https://www.getselfhelp.co.uk/defusion.htm,Article,act|thoughts|defusion|mindfulness,supportive,all,Get Self Help,English
298,Thought Defusion Techniques,ACT-based techniques for changing relationship with thoughts rather than content of thoughts.,https://www.getselfhelp.co.uk/defusion.htm,Article,act|thoughts|defusion|mindfulness,supportive,all,Get Self Help,English
299,Deep Focus Music for Work,Four-hour ambient music for deep concentration during work or study sessions.,https://www.youtube.com/watch?v=eKFTSSKCzWA,Audio,focus|work|concentration|ambient,calm,students,Chillhop Music,English
299,Deep Focus Music for Work,Four-hour ambient music for deep concentration during work or study sessions.,https://www.youtube.com/watch?v=eKFTSSKCzWA,Audio,focus|work|concentration|ambient,calm,students,Chillhop Music,English
